window,test_ratio,random_seed,holdout_model_names,backtest_model_names,include_backtest,backtest_initial_train_size,backtest_test_size,backtest_step_size,max_backtest_folds,n_rows,n_train_rows,n_test_rows
20,0.2,42,"['freq_heuristic', 'gap_heuristic', 'random_baseline', 'logistic_regression', 'random_forest', 'xgboost', 'classifier_chain']","['freq_heuristic', 'gap_heuristic', 'random_baseline', 'logistic_regression']",True,600,30,30,,1197,957,240
